subject,question,answer_a,answer_b,answer_c,answer_d,answer,hint
Real Estate Practice,"Mr. Borg purchased a new mobile home two months ago and contacted broker Wilson to take a listing on it. With respect to this information, Wilson:",could take a listing anytime but could not sell the mobile home for one year.,could not list the mobile home unless she was also licensed by the Department of Motor Vehicles as a Vehicle Dealer.,could not list the mobile home if it had not been registered with the Department of Housing and Community Development.,could not take a listing and sell the mobile home unless it was installed on a foundation and properly registered with the county recorder.,c,"Answer: C. Real estate brokers are not allowed to list mobile homes that are ""new,"" which means those not registered with the DMV or H&CD. An exception is allowed if the mobile home is bought to be installed on a ""regular"" lot and is handled as real property by a proper recordation with the county recorder. When a manufactured home is properly installed on a permanent foundation on the owner's lot, it becomes real property and is no longer a mobile home."
Real Estate Practice,Metal that is used in a roof to prevent water from seeping through is called:,flashing.,lath.,soffit.,mud sill.,a,"Answer: A. Flashing is sheet metal (or sometimes composition material) that is used to protect, cover, and deflect water from joints or angles, such as roof valleys, or above window and door openings."
Real Estate Practice,What will have an impact on the real estate market in years to come?:,Land-use regulation,All of these,Consumerism,The real estate industry,b,"Answer: B. Changes in the real estate market are currently being brought about by growing land-use regulation, the growth of the philosophy of consumerism, and extended legislative and judicial regulation of the real estate industry."
Real Estate Practice,A Mortgage Loan Disclosure Statement (Broker's Loan Statement) is required by law to be retained by the broker for:,three years.,two years.,four years.,five years.,a,"Answer: A. According to the Real Estate Law, the Mortgage Loan Disclosure Statement (Broker's Loan Statement) must be kept by the broker for three years."
Real Estate Practice,"Under most normal competitive conditions, what would be most likely to influence vacancy:",Availability of housing units,Size and number of units,Cost of construction funds,Rent schedule,a,"Answer: A. When overbuilding results in oversupply, the amount of space may exceed the demand, producing a general increase in vacancies."
Real Estate Practice,To manage properties for the general public an individual must be:,anyone; nothing is required.,a member of a rental service that lists apartments for rent.,a certified property manager (CPM).,a licensed broker.,d,"Answer: D. Code Section 10131 (b) requires a broker's licensee of anyone who, for others and for compensation, leases or rents real property or a business opportunity."
Real Estate Practice,The federal Fair Housing Law was enacted for the purpose of:,providing fair housing opportunity for all persons throughout the United States.,providing fair housing for minority groups.,elimination of prejudice throughout the United States.,equal but separate housing within the states.,a,Answer: A. This is the law's basic purpose: to provide all persons in the United States with fair housing opportunities.
Real Estate Practice,Wall studs are placed on and secured to:,subflooring.,girders.,joists.,sole plates.,d,"Answer: D. A sole plate is a member (piece of lumber), usually a 2 x 4, on which wall and partition studs rest."
Real Estate Practice,A conduit in a new building would be installed by a(n):,carpenter.,plumber.,roofer.,electrician.,d,Answer: D. Conduit is used in the electrical trade.
Real Estate Practice,"A property that is referred to as ""turn key"" is likely to be:",parcels on which the planning is complete and ready for building.,an illegal ranch subdivision.,a government-subsidized low-income housing project.,a contractor's package that is completed and ready for occupancy.,d,"Answer: D. A ""turn key"" project is defined as a construction project in which the builder delivers a completed facility, including all items necessary for occupancy. The occupant only ""turns the key"" and takes possession."
Real Estate Practice,A plot plan:,shows exterior of structures to be built.,is used as an exact guide for construction of improvements.,is used as a guide to the placement of structures and related improvements on the lot.,shows contour of the land.,c,"Answer: C. A plot plan shows the layout of improvements on a property site (a plot). The plot plan usually includes location, dimensions, parking areas, landscaping, and the like."
